Summary: {Weight} {token}: {words[0:10]}
0.0120767    2 thunder        : 雷霆, 雷声
0.0031283    6 image          : 画調, 彫像, 富士塚, 結像, 脇士, 読影
0.0030967    3 species        : 赤檮, 雀鯛, 鯛
0.0030944    8 hair           : 髻, 油壺, 結い上げる, 引っ詰める, 結う, 元結, 元結い, 引っ詰め
0.0030783    1 smothered      : 噎ぶ
0.0030357    5 kind           : 恁麼, 恁麽, 厚志, 志, 調
0.0029636    1 railway        : 鐵
0.0029487    8 head           : 髻, 擡げる, 擡頭, 妊む, 頭声, 結球, 主任, 整調
0.0029385    3 inflate        : 膨らせる, 膨らます, 膨らす
0.0028735    2 vying          : 拮抗, 頡頏
0.0027918    2 contending     : 拮抗, 頡頏
0.0027533    1 vespers        : 晩禱
0.0027434    1 fertility      : 妊性
0.0027363    1 populous       : 稠密
0.0027341    3 iron           : 鐵, 紅殻, 堅志
0.0027307    1 pinned         : 髻
0.0027096    2 puff           : 膨らせる, 膨らみ
0.0026997    7 weekly         : 週足, 週次, 週報, 週番, 週給, 週休, 週刊
0.0026146    1 sour           : 饐える
0.0026066    2 birthmark      : 赤痣, 痣
0.0025853    1 oilseed        : 荏胡麻
0.0025672   32 person         : 瞽, 変梃, 壺湯, 士人, 壮者, 周忌, 油売り, 田舎もん, 田舎者, 有志, ...
0.0025203    8 lean           : 凭れる, 凭せる, 凭れかかる, 凭れ掛かる, 凭れ合う, 凭せかける, 凭せ掛ける, 凭る
0.0025042    1 spoil          : 饐える
0.0024981    9 point          : 壼, 一籌, 壷, 壺, 富士額, 主調, 売り物, 売物, 売り
0.0024981    1 masturbation   : 自涜
0.0024945    1 anus           : 籌木
0.0024812    2 desecration    : 汚涜, 冒涜
0.0023982    2 supremacy      : 拮抗, 頡頏
0.0023886   16 go             : 饐える, 挺進, 詰め碁, 詰碁, 半周, 続く, 棋士, 食い詰める, のぼり詰める, 上り詰める, ...
0.0023801   12 way            : 恁麼, 恁麽, 異装, 仕事帰り, 仕方ない, 仕方無い, 調子, 句読, 仕向ける, 仕口, ...
0.0023762    1 sob            : 噎せ返る
0.0023647    2 rivalry        : 拮抗, 頡頏
0.0023603   11 position       : 髻, 壼, 逆調, 壷, 選任, 辞任, 壺, 詰め腹, 詰腹, 結跏, ...
0.0022790    9 auspicious     : 喜び事, 吉夢, 嘉辰, 嘉日, 吉事, 吉相, 吉辰, 吉日, 吉祥
0.0022742    7 bad            : 饐える, 土壺, 吉凶, 悪声, 不調, 仕末, 仕打ち
0.0022617    1 hemangioma     : 赤痣
0.0022347    1 ignoramus      : 瞽
0.0022243    5 turn           : 饐える, 殪す, 回し読み, 回読, 仕立てる
0.0022241   12 pot            : 降り賃, 壼, 土壺, タコ壷, 蛸壷, 壷, 肥壺, タコ壺, 蛸壺, 金壺, ...
0.0022229    1 hawking        : 謦咳
0.0021894    2 tied           : 髻, 玉結び
0.0021712    1 illiteracy     : 瞽
0.0021694    1 Petasites      : 蕗の薹
0.0021384   11 mark           : 黒痣, 壼, 声点, 壷, 壺, 誌す, 句読点, 仕切る, 仕切り直し, 仕切, ...
0.0021026    4 sides          : 拮抗, 頡頏, 羯鼓, 鞨鼓
0.0020816    1 illiterate     : 瞽
0.0020527    2 struggle       : 拮抗, 頡頏
0.0020308    2 delicacy       : 蕗の薹, 嘉肴
0.0020223    2 whiting        : 鱚, 白鱚
0.0019876    1 gaining        : 擡頭
0.0019771    1 sesame         : 荏胡麻
0.0019691    2 risk           : 挺する, 妊む
0.0019498    1 clean          : 籌木
0.0019434    6 stone          : 磬, 石彫, 石彫り, 捨て石, 捨石, 庭石
0.0019419    1 vacillation    : 躊躇
0.0019403   73 selling        : ばら売り, バラ売り, 売り方, つなぎ売り, 爆売れ, 売付, 売り逃げ, 売電, 店売り, 身売り, ...
0.0019286    1 blindness      : 瞽
0.0019280   12 drum           : 一鼓, 鼓楼, 杖鼓, 大鼓, 鼓, 鼓する, 小鼓, 軍鼓, 羯鼓, 鞨鼓, ...
0.0019162    7 fee            : 降り賃, 車賃, 借り賃, 舎費, 貸し賃, 貸賃, 賃
0.0019005    9 strong         : 拮抗, 頡頏, 壮ん, 強壮, 任侠, 任俠, 力士, 堅調, 強調
0.0018856    2 model          : 読モ, 彫塑
0.0018826    1 sobbing        : 噎び泣き
0.0018781   16 food           : 饐える, 舌鼓, 壺焼, 壺焼き, 缶詰, 缶詰め, 罐詰, 罐詰め, 重詰, 重詰め, ...
0.0018690    1 crowded        : 稠密
0.0018629    6 year           : 吉書, 仕事納め, 周年, 初声, 押し詰まる, 押し詰る
0.0018618    1 indecision     : 躊躇
0.0018426    1 dense          : 稠密
0.0018374    1 cough          : 謦咳
0.0018354    2 enthusiast     : 鐵, 雀士
0.0018259    1 block          : 籌木
0.0017901   32 something      : 殪す, 凭せる, 梃子, 男任せ, 梃, 放任, 捨て所, 永続き, 長続き, 浮き彫, ...
0.0017691    3 wood           : 籌木, 木彫, 木彫り
0.0017609   10 sea            : 波濤, 平鯛, 介殻, 赤鯛, 黄鯛, 鯛めし, 鯛飯, 真鯛, 鯛, 血鯛
0.0017465    7 two            : 拮抗, 頡頏, 隔週, 結界, 結ぶ, 併読, 間仕切り
0.0017223    1 calligraphy    : 吉書
0.0017213    9 jar            : 壼, 酒壷, 茶壷, 壷, 酒壺, 茶壺, 消し壺, 金壺, 壺
0.0017110    1 waver          : 躊躇う
0.0016932    8 ambition       : 壮志, 志半ば, 雄志, 素志, 宿志, 大志, 志望, 志
0.0016921    1 ignorance      : 瞽
0.0016874    4 recline        : 殪す, 凭れかかる, 凭れ掛かる, 凭れる
0.0016804    5 talking        : 謦咳, 仕方話, 話声, 話し声, 口調
0.0016672    1 hesitate       : 躊躇う
0.0016600   11 day            : 嘉日, 嘉辰, 仕事納め, 吉日, 売り日, 吉, 吉辰, 大喜利, 舎, 店仕舞, ...
0.0016592   30 time           : 謦咳, 梃子摺る, 梃摺る, 鼓楼, 売り時, 任せる, うち続く, 打ち続く, 打続く, 捨て所, ...
0.0016529   23 good           : 馨しい, 嘉日, 嘉言, 吉, 末吉, 吉報, 吉兆, 吉相, 吉凶, 小吉, ...
0.0016497    2 fragrant       : 馨しい, 馨る
0.0016430    5 beat           : 一鼓, 殪す, 鼓する, 鼓動, 売り叩く
0.0016315    1 faltering      : 躊躇い
0.0016275    4 thick          : 稠密, だみ声, ダミ声, 濁声
0.0016103    1 folding        : 降り賃
0.0016074    7 condition      : 馨しい, 土壺, 逆調, 不調, 快調, 調子, 体調
0.0015925    1 speak          : 謦咳
0.0015887    1 char           : 嘉魚
0.0015807    1 lady           : 鐵
0.0015557    2 edible         : 蕗の薹, 御殻
0.0015548    2 east           : 半荘, 連荘
0.0015525    1 steel          : 鐵
0.0015424   17 carving        : 石彫, 石彫り, 彫り物, 彫物, 彫塑, 木彫, 木彫り, 彫り上げる, 彫, 彫り, ...
0.0015315    2 wilt           : 凋れる, 凋む
0.0015186    1 bud            : 蕗の薹
0.0015177    4 discipline     : 鐵, 仕付ける, 仕付, 仕付け
0.0014674    2 wild           : 荏胡麻, 狂喜
0.0014561    6 type           : 荏, 結び切り, 読売, 声質, 読みあさる, 読み漁る
0.0014520    9 place          : 髻, 小庭, 任地, 捨て所, 切り捨てる, 切捨てる, 斬り捨てる, 仕事場, 併売
0.0014518    4 aspiration     : 壮志, 雄志, 大志, 志願
0.0014375   22 Japanese       : 鱚, 白鱚, 嘉魚, 鼓弓, 羯鼓, 鞨鼓, 弁士, 和装, 武鯛, 係り結び, ...
0.0014354    1 mole           : 黒痣
0.0014341    1 skipper        : 艇長
0.0014268    2 lofty          : 壮志, 雄志
0.0014170    2 droop          : 凋れる, 凋む
0.0014146    5 dynasty        : 東周, 後周, 北周, 西周, 周
0.0014045    6 plant          : 蕗の薹, 妊む, 豆殻, 仕付ける, 仕かける, 仕掛ける
0.0013998    2 south          : 半荘, 南庭
0.0013776    4 event          : 喜び事, 競艇, 吉事, 喜ばしい
0.0013758    1 early          : 蕗の薹
0.0013755    2 wither         : 凋れる, 凋む
0.0013742    1 aromatic       : 馨しい
0.0013685    5 red            : 赤痣, 紅殻, 赤鯛, あこう鯛, 真鯛
0.0013617    1 coxswain       : 艇長
0.0013309    3 rain           : 喜雨, 雨続き, 雨声
0.0013272   13 next           : 翌週, 週あけ, 週明け, 来週, 次週, ひき続く, 引き続く, 引続く, 引き続き, 引続き, ...
0.0013264    6 favorable      : 馨しい, 吉方, 売り場, 売場, 順調, 好調
0.0013174    5 urn            : 骨壷, 土壺, 茶壷, 骨壺, 茶壺
0.0013108    7 round          : 半荘, 壺湯, 半周, 周遊, 切り捨てる, 切捨てる, 斬り捨てる
0.0013038    4 spring         : 蕗の薹, 壺湯, ばね仕掛け, 発条仕掛け
0.0012956    2 flower         : 蕗の薹, 花売り
0.0012632  105 reading        : 丸読み, 縦読み, 素読み, 完読, 読話, 本読み, 譜読み, 先読み, 乱読, 濫読, ...
0.0012629    5 basin          : 壼, 滝壷, 壷, 滝壺, 壺
0.0012455   66 voice          : 甲声, 内声, つぶやき声, 呟き声, だみ声, ダミ声, 濁声, しゃがれ声, 嗄れ声, 叱声, ...
0.0012350    8 put            : 挺する, 庭場, 売り出す, 売出す, 仕舞う, 調える, 調う, 仕舞い込む
0.0012169    2 fade           : 凋れる, 凋む
0.0012035    2 beauty         : 黒痣, 壮美
0.0012033    1 celebration    : 喜び事
0.0012013    7 former         : 壱岐, 三士, 周防, 吉備, 士族, 前任, 志摩
0.0011983    6 reader         : 読モ, 本読み, 読み手, 読手, 読者, 読本
0.0011868    1 foremost       : 壱
0.0011831   10 set            : 殪す, 凭せる, 凭せかける, 凭せ掛ける, 志す, 仕立て上げる, 仕かける, 仕掛ける, 仕掛, 仕掛け
0.0011797    1 amateur        : 読モ
0.0011773    1 ace            : 壱
0.0011737   12 leaving        : 志半ば, 退廷, 運任せ, 男任せ, あなた任せ, 貴方任せ, 人任せ, 任せ, 放任, 一任, ...
0.0011559    4 single         : 壱, 壺湯, 単装, 再読
0.0011463    1 v              : 磬
0.0011370    5 fore           : 擡頭, 浮き彫, 浮き彫り, 浮彫, 浮彫り
0.0011289    6 reputation     : 馨しい, 声誉, 声望, 声価, 売る, 名声
0.0011088    1 scissors       : 挺
0.0011082    8 job            : 手間仕事, 赴任, 仕事探し, 仕事人, 商売, 大仕事, 総仕舞, 仕事
0.0011072    7 war            : 一鼓, 軍装, 軍鼓, ときの声, 鬨の声, 仕かける, 仕掛ける
0.0011065    8 task           : 一仕事, 残任, 特任, 大任, 任務, 汚れ仕事, 大仕事, 仕事
0.0011051    3 fashion        : 読モ, あわび結び, 鮑結び
0.0011039    9 circumference  : 周長, 内周, 円周, 周り, 周辺, 周回, 周囲, 四周, 外周
0.0011022    1 chevron        : 磬
0.0010964    4 palace         : 内廷, 後庭, 殿舎, 進士
0.0010870    1 beef           : 吉牛
0.0010802    3 beginning      : 壱, 週あけ, 週明け
0.0010739    4 strange        : 変梃, 変梃りん, 異装, 奇声
0.0010703   15 knot           : 固結び, 小間結び, 片結び, 玉結び, 女結び, 男結び, 飾り結び, あわび結び, 鮑結び, 結び目, ...
0.0010501    2 goodwill       : 異志, 志
0.0010469    2 concatenation  : 縦続, 連結
0.0010311    1 needles        : 松濤
0.0010282    1 indigestion    : 胃凭れ
0.0010257    2 black          : 黒痣, 黒鯛
0.0010225    5 waterfall      : 壼, 滝壷, 壷, 滝壺, 壺
0.0010184    3 rely           : 凭れかかる, 凭れ掛かる, 凭れ合う
0.0010182    5 Chou           : 東周, 後周, 北周, 西周, 周
0.0010169    3 string         : 壱, 鼓弓, 張り詰める
0.0010124    3 bottom         : 壱, 下膨れ, 突き詰める
0.0010099    1 today          : 磬
0.0010099    1 chime          : 磬
0.0010088    4 province       : 壱岐, 周防, 吉備, 志摩
0.0010068    1 emergence      : 擡頭
0.0010065   11 inner          : 桐壷, 後庭, 内周, 内声, 庭番, 奥庭, 壺庭, 桐壺, 坪庭, 内庭, ...
0.0010055    1 treacherous    : 異志
0.0010020    1 crowbar        : 鉄梃
0.0009953    1 inverted       : 磬
0.0009952    3 depend         : 凭れかかる, 凭れ掛かる, 凭れ合う
0.0009867    1 island         : 壱岐
0.0009752    2 stomach        : 胃凭れ, 凭れる
0.0009744    6 many           : 壱, 諸士, 声々, 声声, 読みつぐ, 読み継ぐ
0.0009705    1 treachery      : 異志
0.0009705    1 rebellious     : 異志
0.0009673    4 first          : 一鼓, 縦読み, 一士, 連声
0.0009568    1 rustling       : 松濤
0.0009512    1 sounding       : 磬
0.0009469    3 aiming         : 壼, 壷, 壺
0.0009427    1 crestfallen    : 凋れる
0.0009404    3 attendant      : 廷吏, 廷丁, 側仕え
0.0009363    1 cascade        : 縦続
0.0009239   13 shell          : 蟹殻, 殻頂, 介殻, 外殻, 壺焼, 壺焼き, 抜け殻, 抜殻, 脱け殻, 脱殻, ...
0.0009237    1 prominence     : 擡頭
0.0009165    2 hit            : 打ち続ける, 詰まる
0.0009066    3 pregnancy      : 妊孕, 妊娠, 懐妊
0.0009064   14 rice           : 吉牛, 舎利, もみ殻, 籾殻, 鯛めし, 鯛飯, 賃餅, 結び, お結び, 御結び, ...
0.0009050   35 work           : 一仕事, 彫上げ, 彫り上げ, 仕事帰り, 立ち仕事, 仕事柄, 仕事机, 荒仕事, 続き, 続投, ...
0.0009046    1 Spanish        : 素馨
0.0009045    1 dialect        : 田舎言葉
0.0009034    2 courtroom      : 法廷, 入廷
0.0009022    1 raise          : 擡げる
0.0009015    2 grace          : 祈禱, 禱る
0.0008966    3 acupuncture    : 壼, 壷, 壺
0.0008962    2 narrow         : 挺, 詰まる
0.0008955    1 shaped         : 磬
0.0008951    3 conception     : 妊孕, 妊娠, 懐妊
0.0008840    1 Jasminum       : 素馨
0.0008823    5 counter        : 挺, 壮, 周, 売り場, 売場
0.0008807    2 rising         : 頡頏, 上声
0.0008785    2 side           : 殪す, 売り方
0.0008744    6 Japan          : 磬, 競艇, 吉利支丹, 士族, 平調, 雀鯛
0.0008701    1 charr          : 嘉魚
0.0008701    1 Salvelinus     : 嘉魚
0.0008691   35 sale           : 売券, たたき売り, 叩き売り, 売り地, 売り家, 売家, 捨て売り, 捨売り, 発売, 売却, ...
0.0008677    4 dice           : 壼, 壷, 壺皿, 壺
0.0008671   13 start          : 壱, 赴任, 仕掛かる, 読み下す, 読み下し, 仕返す, 仕替える, 仕出す, 仕切る, 仕切り直し, ...
0.0008609    2 object         : 立鼓, 輪鼓
0.0008580    1 dejected       : 凋れる
0.0008531    1 jasmine        : 素馨
0.0008524    5 tattoo         : 彫り師, 彫師, 彫り物, 彫物, 彫る
0.0008520    3 vase           : 壼, 壷, 壺
0.0008517    1 upset          : 胃凭れ
0.0008502    2 dealer         : 連荘, 売人
0.0008465   17 house          : 廬舎, 別荘, 売り家, 売家, 舎, 鶏舎, 鳩舎, 屋舎, 店賃, 田舎家, ...
0.0008449    8 lucky          : 嘉辰, 嘉日, 吉兆, 吉相, 吉辰, 吉日, 吉方, 吉祥
0.0008373    2 falling        : 頡頏, 去声
0.0008371    5 ancient        : 磬, 士師, 方士, 平調, 声明
0.0008341   19 throw          : 殪す, かなぐり捨てる, 破り捨てる, 使い捨てる, 切り捨てる, 切捨てる, 斬り捨てる, 脱ぎ捨てる, 取り捨てる, 取捨てる, ...
0.0008312    1 exceptional    : 異志
0.0008310    4 strength       : 擡頭, 壮, 力任せ, 任せる
0.0008293    3 sculptor       : 彫り師, 彫師, 彫工
0.0008292   10 large          : 波濤, 大鼓, 膨大, 堂舎, 雷声, 売りさばく, 売り捌く, 売捌く, 読みあさる, 読み漁る
0.0008221    4 pressure       : 壼, 膨圧, 壷, 壺
0.0008217    3 metal          : 磬, 彫金, 金壺
0.0008209    3 koto           : 壼, 壷, 壺
0.0008193    6 aim            : 壼, 壷, 立志, 志向, 志, 壺
0.0008171    3 essence        : 壼, 壷, 壺
0.0008166    6 power          : 擡頭, 売電, うなり声, 唸り声, 唸声, 仕事率
0.0008148    5 say            : 禱る, 言い捨てる, 言捨てる, 詰り, 詰まり
0.0008135    7 wind           : 松濤, 妊む, うなり声, 唸り声, 唸声, 秋声, 詰める
0.0008102    2 bruise         : 痣, 青痣
0.0008089    5 rise           : 擡頭, 海膨, 賃上げ, 続騰, 続伸
0.0008086    9 connection     : 縦続, 続き柄, 続柄, 接続, 結縁, 連結, 結びつき, 結び付き, 直結
0.0008057    3 engraver       : 彫り師, 彫師, 彫工
0.0008053    2 depressed      : 凋れる, 曇り声
0.0008037    2 bird           : 頡頏, 声
0.0007970    3 target         : 壼, 壷, 壺
0.0007964    3 rough          : 波濤, 荒仕事, 蛮声
0.0007874    3 carver         : 彫り師, 彫師, 彫工
0.0007777    4 depression     : 壼, 壷, 壺, 鬱結
0.0007744    3 movement       : 擡頭, 仕種, 仕草
0.0007743    1 Eastern        : 東周
0.0007679    1 tumultuous     : 怒濤
0.0007624    2 tattooist      : 彫り師, 彫師
0.0007620    9 key            : 壼, 壷, 壺, 調号, 転調, 長調, 調子, 短調, 調
0.0007608    4 cup            : 壼, 壷, 壺皿, 壺
0.0007580   13 series         : 連荘, ひと続き, 一続き, 続き物, 続物, うち続く, 打ち続く, 打続く, 連続, 続き, ...
0.0007560    6 Buddhist       : 磬, 道士, 捨身, 博士, 結界, 声明
0.0007558    4 bow            : 艇首, 鼓弓, 蝶結び, 調度
0.0007516    1 fecundation    : 妊孕
0.0007480    1 fell           : 殪す
0.0007457    3 gathering      : 擡頭, 集結, 結集
0.0007420    1 pine           : 松濤
0.0007327    4 fish           : 鱚, 嘉肴, 赤鯛, 甘鯛
0.0007297    1 genus          : 鱚
0.0007292    1 tempestuous    : 怒濤
0.0007285   19 magazine       : 小誌, 他誌, 貴誌, 歌誌, 誌代, 米誌, 同誌, 本誌, 俳誌, 誌面, ...
0.0007284    5 private        : 二士, ２士, 田荘, 士長, 一士
0.0007267    3 conversation   : 壼, 壷, 壺
0.0007247    4 arrow          : 壼, 壷, 壺, 調度
0.0007170    2 lever          : 梃子, 梃
0.0007168    1 drought        : 喜雨
0.0007143    3 comes          : 喜雨, 詰り, 詰まり
0.0007126   16 hard           : 一仕事, 梃子摺る, 梃摺る, 結線, 見詰める, 荒仕事, 詰む, 詰まる, 結実, 思い詰める, ...
0.0006982    3 planting       : 庭植え, 仕付, 仕付け
0.0006982    2 smell          : 馨る, 馨り
0.0006947    7 rank           : 三士, 壬, 中膨れ, 範士, 陸士, 続く, 小結
0.0006936    5 provincial     : 田舎言葉, 田舎芝居, 田舎回り, 田舎もん, 田舎者
0.0006935    1 chaotic        : 怒濤
0.0006935    1 turbulent      : 怒濤
0.0006930    1 unpaid         : 殪す
0.0006921    1 sacrilege      : 冒涜
0.0006916   17 man            : 男任せ, 壮士, 壮丁, 壮者, 文士, 人士, 男装, 遊士, 烈士, 士君子, ...
0.0006862    3 coming         : 擡頭, 結実, 結球
0.0006858    1 deflate        : 凋む
0.0006834    4 feeling        : 胃凭れ, 仕方ない, 仕方無い, 声
0.0006830   13 country        : 田舎暮らし, 田舎っぺ, 田舎侍, 田舎娘, 任国, 売国, 田舎家, 郷士, 片田舎, 田舎道, ...
0.0006811    7 mounting       : 軸装, 単装, 装架, 連装, 表装, 装着, 実装
0.0006807    1 overthrow      : 殪す
0.0006793    2 welcome        : 喜雨, 喜ばしい
0.0006737    3 silent         : 黙禱, 弁士, 無声
0.0006724    1 profanity      : 冒涜
0.0006634    1 shower         : 喜雨
0.0006594    1 sag            : 凋む
0.0006593    6 mind           : 異志, 同志, 誌す, 読みとる, 読み取る, 読取る
0.0006582    2 helper         : 梃子, 梃
0.0006572    1 defilement     : 冒涜
0.0006552    8 last           : 仕事納め, 前週, 先週, 大喜利, 続く, 結句, 仕方なく, 仕方無く
0.0006543    1 bailiff        : 廷吏
0.0006516   12 joy            : 嬉し涙, 嬉し泣き, 喜怒, 喜び, ぬか喜び, 糠喜び, 随喜, 狂喜, 喜悦, 歓喜, ...
0.0006504    2 row            : 家続き, 陸続
0.0006432    1 candlestick    : 週足
0.0006425    1 withering      : 凋落
0.0006422   10 engraving      : 彫り物, 彫物, 彫塑, 毛彫, 毛彫り, 彫り上げる, 彫, 彫り, 彫刻, 彫金
0.0006388   16 samurai        : 田舎侍, 士族, 士庶, 諸士, 志士, 士民, 士分, 士人, 士魂, 郷士, ...
0.0006363    1 raging         : 怒濤
0.0006318    6 performance    : 立鼓, 輪鼓, 田舎芝居, 換装, 仕種, 仕草
0.0006308    1 harem          : 内廷
0.0006286    1 cheat          : 殪す
0.0006230    7 joyful         : 嬉々, 嬉嬉, 嬉しい, 喜色, 喜ばしい, 喜々, 喜喜
0.0006221    8 tea            : 茶壷, 茶壺, 茶殻, 出し殻, 詰, 詰め, 仕服, 仕覆
0.0006143   29 sell           : たたき売る, 叩き売る, 売り渋る, 売り時, 売っぱらう, 売っ払う, 売り払う, 売払う, 売りさばく, 売り捌く, ...
0.0006136    2 turns          : 丸読み, 輪読
0.0006136    2 causing        : 梃子, 梃
0.0006125    4 loud           : 丸読み, 高声, 声高, 大声
0.0006043    6 sculpture      : 丸彫り, 彫り物, 彫物, 木彫, 彫像, 彫刻
0.0006027    3 instrument     : 梃子, 梃, 鼓弓
0.0006021   18 period         : 荘官, 庭場, 捨て札, 捨札, 徒士組, 周旋, 周期, 徒士, 博士, 士, ...
0.0005979    7 carve          : 彫り刻む, 彫りつける, 彫り付ける, 彫る, 彫りこむ, 彫り込む, 彫り上げる
0.0005966   12 Edo            : 荘官, 庭場, 捨て札, 捨札, 徒士組, 周旋, 上士, 徒士, 士, 仕丁, ...
0.0005921    3 pregnant       : 妊る, 妊む, 妊婦
0.0005918   41 end            : 週内, 終売, 玉結び, 詰り, 詰まり, どん詰まり, どん詰り, 結着, 結局, 吸い殻, ...
0.0005837    9 duty           : 週番, 残任, 大任, 任務, 任, 責任, 重任, 詰める, 出仕
0.0005813    1 ruin           : 殪す
0.0005804    8 grand          : 壮図, 壮挙, 宏壮, 広壮, 壮観, 荘厳, 壮大, 壮絶
0.0005786    5 prime          : 壮者, 壮士, 壮齢, 壮年, 壮
0.0005781    5 leave          : 殪す, 任せる, 任す, 捨て置く, 捨てる
0.0005763   17 office         : 残任, 留任, 局舎, 離任, 周旋, 補任, 任務, 任期, 任官, 就任, ...
0.0005759    2 trip           : 殪す, 周遊
0.0005745    4 manor          : 荘官, 荘園, 荘司, 荘
0.0005692    4 assistant      : 梃子, 梃, 売り子, 売子
0.0005687    2 artist         : 彫り師, 彫師
0.0005680    1 courtier       : 廷臣
0.0005618    2 agent          : 梃子, 梃
0.0005590    1 shrivel        : 凋む
0.0005567    2 kill           : 殪す, 仕留める
0.0005565    9 imperial       : 宮廷, 庭火, 庭燎, 舎人, 勅任, 志士, 親任, 博士, 侍読
0.0005534    3 checkmate      : 詰ます, 詰める, 詰み
0.0005514    2 vessel         : 土壺, 船艇
0.0005494    2 exorcism       : 祈禱, 調伏
0.0005489    1 bribery        : 涜職
